P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3	F1_1	F1_2	F1_3
ftz	0	0	1.19392493536104	3.13714381043436	5.96051498664507	3.2240178430664	0	0	0	1.58097917594118	1.51053058691255	1.61801646178967	2.31201683494811	3.66841328876054	2.34774997557207
ftz-f1	281.267055080867	216.332099964918	221.473075509472	260.382936266052	274.183689385673	253.085400680712	227.25960017667	385.048894516739	268.0503167218	270.347439085942	315.700892664722	234.612386959502	259.716557792505	288.337284496579	236.340164207588
fy	57.1210728827468	63.4307083230471	66.2628339125375	58.0371604930356	43.2137336531767	90.2724996058591	164.825644084178	114.515539487014	146.402151877078	91.6967922045884	107.247671670791	93.8449547838007	73.2138664400236	73.3682657752109	89.2144990717385
fz	383.217324403238	332.510449946078	334.29898190109	376.457257252123	306.966521812221	327.237811071239	276.374312302763	365.834877824287	254.612438047092	330.424647771706	312.679831490897	255.646600962767	346.031852963901	303.010937651621	282.512580393839
fzy	0	0	0.596962467680518	0	0	0	0	2.30568200309425	0.707256772353034	0	0	1.61801646178967	0	0	0.782583325190689
Gal	15.184082665034	24.7045916626604	17.9088740304156	83.1343109765104	55.1347636264669	88.6604906843259	51.6120703697932	50.7250040680735	54.4587714711836	82.2109171489413	81.5686516932774	90.6089218602213	80.920589223184	66.7651218554419	86.8667490961664
Gdh	198.116126200919	267.744358289914	259.678673441025	291.754374370395	262.262659412383	359.477989501903	328.818835420457	437.311019920209	344.434048135928	486.941586189883	493.943501920402	475.696839766162	380.712105488123	369.042376849311	404.595579123586
gdl	2.89220622191123	6.6769166655839	24.4754611749012	31.3714381043436	7.45064373330633	8.06004460766599	97.3969715042871	76.0875061021102	86.2853262270702	112.249521491824	143.500405756692	142.385448637491	70.1311773267595	73.3682657752109	72.7802492427341
Galphai	187.270352868752	179.609058304207	129.540855486672	158.425762426935	168.384548372723	183.769017054785	308.007516722959	352.000785805722	243.296329689444	166.002813473824	193.347915124806	312.277177125406	158.758489333104	176.817520518258	240.253080833541
DCTN1-p150	677.499307482705	652.334758227547	575.47181884402	534.883019679058	464.920168958315	430.406382049364	718.406721437605	916.892876563813	695.233407223032	580.219357570413	608.743826525756	530.709399467011	545.635973047755	524.583100292758	465.63707848846
Gld	36885.7520511449	43162.9277846671	31945.8494954553	44327.8420414374	44516.1061777587	43641.9175326683	89774.2016917678	101576.820646317	89196.3951020752	84718.350121984	86012.6326799741	83174.1362182978	63076.4432910545	63695.3936154071	61415.5741943149
Glt	23.8607013307676	39.393808326945	18.5058364980961	21.9600066730405	41.7236049065155	35.4641962737304	24.1411296890968	21.5196986955463	29.7047844388274	37.9435002225883	60.4212234765018	50.1585103154797	29.2855465760095	49.8904207271434	41.4769162351065
gnu	0	0	0	0	1.49012874666127	0	0.83245274789989	0	0	0	7.55265293456273	4.854049385369	0	4.40209594651265	2.34774997557207
Galphao	142.441156429128	189.624433302583	135.510480163478	139.602899564329	153.48326090611	153.140847545654	230.58941116827	267.459112358933	266.635803177094	233.984918039295	188.816323364068	205.488090647288	182.649329960901	167.279645967481	173.733498192333
Galphas	235.714807085765	217.667483298035	199.385464205293	235.285785782577	210.108153279239	225.681249014648	146.511683630381	219.039790293954	130.842502885311	216.594147103942	138.968813995954	199.016024800129	221.182943876703	170.948059256241	205.819414525151
Got1	1652.17280426679	1593.11231640832	1660.15262261952	1538.76903901805	1452.87552799474	1645.8611088854	842.442180874689	806.988701082987	893.265303481882	1168.34361102053	1002.99230970993	1289.55912004636	1325.55631870359	1202.50587605571	1422.73648519667
Got2	1016.6104870018	1080.32511649148	1000.50909583255	873.694551205968	900.037762983405	810.840487531199	1068.03687555556	696.315964934463	828.904937197756	708.278670821648	685.780886458296	766.939802888302	774.525639707619	776.236251901731	764.583908711303
Gpdh1	642.792832819771	626.962474898328	671.582776140583	580.371604930356	727.182828370698	762.480219885203	720.071626933405	687.093236922086	681.088271775972	537.532919820001	566.448970092204	564.687745164594	547.177317604387	633.16813364007	643.283493306746
grau	177.870682647541	196.969041634725	149.24061692013	205.48291958345	178.815449599352	193.441070583984	193.129037512774	153.712133539617	164.790827958257	178.650646881353	158.605711625817	169.891728487915	188.044035909113	165.078597994225	176.081248167905
Grd	10.8457733321671	11.3507583314926	11.9392493536104	31.3714381043436	40.2334761598542	11.2840624507324	79.0830110504895	65.327656754337	64.3603662841261	66.4011253895295	39.2737952597262	33.978345697583	47.7816812555944	38.8851808608618	21.9123331053393
grn	0	0.66769166655839	0	0	0	1.6120089215332	3.32981099159956	0	0	0	0	0	0	0	0.782583325190689
gro	373.817654182026	391.935008269775	410.113215296516	447.042992986896	445.548495251719	409.450266069432	247.238466126267	261.310627017348	263.806776087682	306.709960132589	345.911504402973	234.612386959502	369.152021313382	387.384443293114	312.250746751085
Gs1	20.2454435533786	30.7138166616859	19.6997614334571	20.3914347678233	53.6446348798056	70.9283925474607	48.2822593781936	95.3015227945622	52.3370011541245	60.0772086857648	66.463345824152	82.518839551273	39.304286194118	58.6946126201687	74.3454158931154
gsb-n	3.61525777738904	4.67384166590873	8.35747454752726	7.84285952608589	5.96051498664507	1.6120089215332	4.16226373949945	2.30568200309425	5.65805417882427	18.9717501112941	1.51053058691255	8.09008230894833	13.1014287313727	3.66841328876054	4.69549995114413
gsb	0.723051555477807	0.66769166655839	1.79088740304155	0	0	0	3.32981099159956	0	0	1.58097917594118	0	0	0.770672278316038	0	0
GstD1	3670.20969560535	3196.24000781501	3798.47218185114	2174.04066063101	2320.13045855159	2821.0156126831	2826.17707912013	2050.51986141848	2650.79838277917	2428.38401424565	2472.73857077584	3104.97359017437	2251.90439723946	2343.38240886024	2871.29822012464
h	1143.14450921041	917.408349851228	794.55704448277	1524.6518918711	1543.77338154107	1504.00432379047	818.301051185592	1091.35614813128	1000.76833287954	1857.65053173089	1755.23654199238	1661.70290625799	1654.63338154453	1612.63448173914	1533.86331737375
H	507.582191945421	467.384166590873	389.219528927698	473.708715375588	418.726177811816	420.734328520165	388.755433269249	556.437923413412	446.986280127118	376.273043874001	379.143177315049	339.78345697583	416.163030290661	390.319173924122	368.596746164814
H2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
halo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hay	209.684951088564	218.335174964594	199.385464205293	216.462922919971	208.618024532577	224.069240093115	196.458848504374	185.991681582936	194.495612397084	191.298480288883	243.19542449292	192.54395895297	199.604120083854	220.838479983385	201.906497899198
hb	26.0298559972011	48.0737999922041	28.6541984486649	36.0771538199951	25.3321886932415	37.0762051952636	13.3192439663982	46.882200729583	41.728149568829	37.9435002225883	24.1684893906007	30.7423127740037	36.2215970808538	24.2115277058196	32.8684996580089
her	125.810970653138	116.846041647718	134.913517695797	90.9771705025963	122.190557226224	74.1524103905271	162.328285840479	140.646602188749	152.767462828255	116.992459019647	117.821385779179	110.025119401697	101.728740737717	117.389225240337	89.2144990717385
Hex-C	15.184082665034	6.00922499902551	21.4906488364987	43.920013346081	19.3716737065965	19.3441070583984	22.476224193297	31.5109873756214	25.4612438047092	41.1054585744707	12.0842446953004	9.708098770738	41.6163030290661	15.4073358127943	14.0864998534324
His2Av	597.963636380147	562.864074908723	633.97414067671	531.745875868623	570.719309971265	552.919060085887	816.636145689792	598.708760136806	865.682289360114	784.165671266825	688.801947632121	728.10740780535	643.511352393892	615.559749854019	620.588576876216
hook	413.585489733306	379.248866605166	346.238231254701	431.357273934724	406.805147838526	401.390221461766	433.707881655843	406.568593212286	414.452468598878	325.681710243883	312.679831490897	288.006930198561	370.693365870014	352.167675721012	334.163079856424
Hn	1.44610311095561	0	4.77569974144415	6.27428762086871	4.4703862399838	4.8360267645996	14.1516967142981	3.84280333849041	14.1451354470607	4.74293752782354	6.04212234765018	8.09008230894833	5.39470594821227	5.13577860426476	6.26066660152551
Hrb98DE	1156.15943720901	1232.55881646679	1429.12814762716	1427.40043374763	1396.25063562161	1315.39927997109	1125.47611516065	1027.56561271234	1166.97367438251	1174.6675277243	1135.91900135823	978.899959382748	1273.92127605641	1239.19000894331	1112.05090509597
Hsc70-1	25.3068044417233	32.7168916613611	29.8481233840259	18.8228628626061	10.4309012266289	9.67205352919919	5.82716923529923	6.14848534158466	2.82902708941214	0	4.53159176073764	3.23603292357933	9.24806733979246	7.33682657752109	6.26066660152551
Hsc70-2	52.0597119944021	51.412258324996	45.9661100113999	23.5285785782577	8.9407724799676	19.3441070583984	170.652813319477	213.659865620067	248.954383868268	91.6967922045884	114.800324605353	108.407102939908	56.2590763170708	60.1619779356729	61.8240826900644
Hsc70-5	1203.88083987055	1052.28206649602	1223.77305874506	1217.21179844853	1180.18196735572	1094.55405772104	1033.90631289166	1058.30803942026	1178.99703951251	1269.52627828077	1253.74038713741	1232.92854388373	1216.89152746102	1190.03327087392	1127.70257159978
Hsf	414.308541288784	377.913483272049	342.059493980937	428.220130124289	458.95965397167	433.63039989243	490.314668513035	497.25875200066	494.372483874771	376.273043874001	472.796073703627	423.920312988893	393.813534219496	455.61693046406	415.551745676256
Hsp22	7.23051555477807	18.6953666636349	5.37266220912466	6.27428762086871	7.45064373330633	1.6120089215332	58.2716923529923	61.4848534158466	84.1635559100111	6.32391670376472	4.53159176073764	11.3261152325277	6.16537822652831	5.86946126201687	6.26066660152551
Hsp23	2.16915466643342	15.356908330843	2.38784987072207	1.56857190521718	0	1.6120089215332	63.2664088403916	91.4587194560718	111.039313259426	12.6478334075294	24.1684893906007	6.47206584715867	6.93605050484434	11.7389225240337	3.91291662595344
Hsp26	12.2918764431227	12.018449998051	10.1483619505688	7.84285952608589	7.45064373330633	14.5080802937988	34.9630154117954	50.7250040680735	49.5079740647124	6.32391670376472	3.02106117382509	9.708098770738	6.93605050484434	5.13577860426476	11.7387498778603
Hsp27	23.1376497752898	20.6984416633101	19.1027989657766	36.0771538199951	28.3124461865641	48.360267645996	32.4656571680957	70.7075814282236	54.4587714711836	3.16195835188236	21.1474282167756	16.1801646178967	19.266806957901	24.2115277058196	31.3033330076276
CG4456	76.6434648806476	54.750716657788	63.2780215741349	3.13714381043436	7.45064373330633	19.3441070583984	2.49735824369967	1.53712133539617	2.1217703170591	1.58097917594118	1.51053058691255	0	2.31201683494811	4.40209594651265	9.39099990228826
Hsp67Bc	0.723051555477807	0.66769166655839	1.19392493536104	0	1.49012874666127	0	3.32981099159956	5.37992467388658	1.41451354470607	0	0	1.61801646178967	0	0.733682657752109	0.782583325190689
Hsp68	7.23051555477807	18.0276749970765	8.95443701520778	3.13714381043436	7.45064373330633	1.6120089215332	26.6384879327965	49.9564434003754	47.3862037476533	7.9048958797059	0	16.1801646178967	5.39470594821227	3.66841328876054	8.60841657709758
Hsp83	660.869121706716	595.580966570084	1404.05572398458	522.33444443732	457.469525225009	461.034551558495	1004.77046671517	966.849319964188	1234.8703245284	842.661900776648	672.186111176083	619.700304865442	667.402193021689	551.729358629586	523.548244552571
hth	0.723051555477807	0	1.19392493536104	0	1.49012874666127	1.6120089215332	0.83245274789989	0	0	0	0	0	0	0.733682657752109	0.782583325190689
Ide	825.001824800178	815.251524867794	718.742811087344	652.525912570346	660.127034770941	627.071470476414	856.593877588987	1083.6705414543	879.120168034821	746.222171044236	681.249294697558	650.442617639446	684.356983144642	655.912296030385	619.023410225835
Idh	4252.26619776499	4544.97717426296	4317.82952873319	2859.50658321091	2788.03088500323	2616.29047964838	5151.21760400452	4377.72156320828	4817.83313326887	3653.64287560006	3632.82606152467	3637.30100610317	3185.9591985585	3137.22704454802	3029.38005181316
ImpE1	1.44610311095561	0.66769166655839	0	0	0	0	0	0.768560667698083	0	1.58097917594118	0	3.23603292357933	0.770672278316038	0	1.56516665038138
ImpE2	0	0	0	0	2.98025749332253	0	0	3.07424267079233	0	0	0	0	0	1.46736531550422	0
ImpE3	7.23051555477807	2.67076666623356	0.596962467680518	7.84285952608589	8.9407724799676	3.2240178430664	1.66490549579978	0	3.53628386176517	0	0	1.61801646178967	3.85336139158019	4.40209594651265	2.34774997557207
ImpL1	12.2918764431227	14.6892166642846	8.35747454752726	4.70571571565153	0	0	0	0	0.707256772353034	1.58097917594118	0	1.61801646178967	3.08268911326415	0	0.782583325190689
ImpL2	9.3996702212115	8.67999166525907	6.5665871444857	18.8228628626061	50.6643773864831	11.2840624507324	9.15698022689879	8.45416734467891	3.53628386176517	17.390770935353	15.1053058691255	4.854049385369	17.7254624012689	32.2820369410928	7.82583325190689
Ldh	402.739716401139	867.999166525907	1234.51838316331	365.477253915602	423.1965640518	461.034551558495	69.9260308235908	52.2621254034696	38.1918657070638	23.7146876391177	30.2106117382509	46.9224773919003	191.126725022378	223.039527956641	246.513747435067
in	2.16915466643342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
inaD	0	0	0	0	0	0	0.83245274789989	0	0	0	0	1.61801646178967	0	0	0.782583325190689
inv	5.06136088834465	6.00922499902551	2.98481233840259	3.13714381043436	8.9407724799676	9.67205352919919	11.6543384705985	5.37992467388658	11.3161083576485	7.9048958797059	6.04212234765018	17.7981810796863	5.39470594821227	7.33682657752109	13.3039165282417
ix	92.5505991011593	100.821441650317	113.422868859298	87.840026692162	99.8386260263049	96.7205352919919	102.391687991686	79.1617487729025	104.674002308249	116.992459019647	181.263670429505	139.149415713911	100.187396181085	137.198656999644	114.257165477841
janA	206.792744866653	210.990566632451	214.309525897306	265.088651981703	250.341629439093	288.549596954443	363.781850832252	264.38486968814	306.949439201217	437.931231735707	401.801136118737	517.765267772693	343.719836128953	318.418273464415	390.509079270154
Jon44E	5.78441244382246	1.33538333311678	0	1.56857190521718	0	1.6120089215332	20.8113186974972	0	0	0	0	0	0.770672278316038	0	0.782583325190689
Jra	314.527426632846	321.159691614586	309.823520726189	321.557240569521	397.864375358558	388.494150089501	531.10485316013	498.795873336056	417.28149568829	425.283398328177	354.974687924448	415.830230679944	365.298659921802	368.308694191559	389.726495944963
kar	346.34169507387	247.713608293163	281.766284745205	338.81153152691	490.252357651557	443.30245342163	124.867912184983	178.306074905955	162.669057641198	377.854023049942	519.622521897915	527.473366543431	350.655886633797	493.768428667169	470.332578439604
kay	595.071430158235	600.254808235993	542.638883121591	978.788868855519	812.12016693039	815.676514295798	528.60749491643	836.962567123212	601.168256500079	848.985817480413	859.491903953238	770.175835811881	894.750515124921	817.322480735849	768.496825337256
kel	417.200747510695	221.005941630827	172.52215315967	359.202966294734	418.726177811816	428.794373127831	233.086769411969	379.668969842853	311.192979835335	744.641191868295	693.333539392858	702.219144416715	539.470594821227	542.925166736561	547.808327633482
Khc	1117.11465321321	1103.69432482102	967.07919764244	1196.82036368071	1177.2017098624	1057.47785252578	1274.48515703473	1410.30882522598	1199.50748591075	1267.94529910483	1101.17679785925	1192.47813233898	1206.1021155646	1114.46395712545	1090.13857199063
kkv	0	0	0.596962467680518	1.56857190521718	0	0	0.83245274789989	0	5.65805417882427	0	1.51053058691255	0	0.770672278316038	0.733682657752109	0
klar	460.583840839363	512.119508250285	355.789630737589	646.251624949477	602.012013651152	565.815131458153	442.864861882741	666.342098894238	492.250713557712	671.916149775001	802.091741650561	619.700304865442	645.052696950524	685.993284998222	574.416160689966
