P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3	F1_1	F1_2	F1_3
CG12926	355.018313739603	451.359566593472	482.942636353539	806.245959281629	782.317591997165	799.556425080466	535.267116899629	349.695103802628	466.789469753002	758.870004451766	715.991498196546	935.213514914427	766.048244646142	732.948975094357	840.4944912548
Mmp2	103.396372433326	161.58138330713	112.228943923937	94.1143143130307	101.328754772966	93.4965174489255	103.224140739586	139.878041521051	104.674002308249	36.3625210466471	28.7000811513384	27.5062798504243	63.9657991002312	63.8303912244335	58.6937493893017
CG10459	0	0	0	0	1.49012874666127	0	4.16226373949945	0	0	0	0	1.61801646178967	0	0.733682657752109	0.782583325190689
CG1690	0.723051555477807	0.66769166655839	1.79088740304155	0	0	0	2.49735824369967	0	0.707256772353034	1.58097917594118	0	0	0.770672278316038	0	0
CG1698	17.3532373314674	21.3661333298685	11.9392493536104	9.41143143130307	10.4309012266289	12.8960713722656	0.83245274789989	0	0	1.58097917594118	1.51053058691255	3.23603292357933	5.39470594821227	5.86946126201687	7.82583325190689
CG1648	3550.90618895151	3062.03398283678	3816.97801834923	2544.22363026226	2823.7939749231	2972.54445130722	911.53575895038	876.159161175814	859.316978408936	2055.27292872353	2234.07473804365	2394.66436344871	2251.90439723946	2475.44528725562	2601.30697293385
dila	3.61525777738904	4.67384166590873	4.77569974144415	4.70571571565153	8.9407724799676	11.2840624507324	9.15698022689879	16.9083346893578	9.90159481294248	14.2288125834706	7.55265293456273	3.23603292357933	9.24806733979246	8.0705092352732	7.0432499267162
hebe	2964.51137745901	3023.97555784295	3132.85903038736	3049.30378374219	2518.31758185754	2564.70619415932	3477.98758072574	2917.45629458192	3127.48944734512	2850.50545422195	2451.59114255906	2470.71113715282	2887.7090268502	2430.69064513274	2440.09480794457
CG1663	15.9071342205118	28.7107416620108	25.0724236425818	47.0571571565153	29.8025749332253	27.4041516660644	79.9154637983894	54.5678074065639	91.2361236335414	75.8870004451766	84.5897128671025	82.518839551273	60.112437708651	55.7598819891603	53.2156661129668
Lsm11	7.95356711025588	5.34153333246712	10.1483619505688	3.13714381043436	0	12.8960713722656	20.8113186974972	6.91704600928274	21.217703170591	6.32391670376472	24.1684893906007	19.416197541476	4.62403366989623	11.7389225240337	15.6516665038138
Marc	18.0762888869452	33.3845833279195	23.2815362395402	25.0971504834748	29.8025749332253	14.5080802937988	54.1094286134928	52.2621254034696	32.5338115282396	61.658187861706	61.9317540634143	55.0125597008487	42.3869753073821	44.7546421228786	33.6510829831996
Sting	191.608662201619	169.593683305831	179.088740304155	172.54290957389	178.815449599352	180.544999211718	228.92450567247	205.974258943086	270.172087038859	173.90770935353	229.600649210707	197.398008338339	169.547901229528	199.561682908574	183.124498094621
CG1671	139.548950207217	184.950591636674	288.33287188969	274.500083413006	196.696994559287	282.10156126831	167.323002327878	122.969706831693	166.912598275316	186.555542761059	181.263670429505	229.758337574133	225.806977546599	184.888029753531	248.078914085448
Ntmt	274.759591081567	253.05514162563	358.774443075991	329.400100095607	283.124461865641	312.729730777441	478.660330042437	393.503061861418	427.183090501233	505.913336301177	438.053870204638	451.426592839317	408.4563075075	352.167675721012	370.161912815196
Lime	0	0	0	1.56857190521718	0	0	0.83245274789989	0	0.707256772353034	0	3.02106117382509	1.61801646178967	0.770672278316038	1.46736531550422	0.782583325190689
CG12744	5.78441244382246	2.67076666623356	1.19392493536104	0	2.98025749332253	1.6120089215332	10.8218857226986	10.7598493477732	4.95079740647124	6.32391670376472	7.55265293456273	17.7981810796863	3.08268911326415	5.13577860426476	9.39099990228826
Sec24AB	1906.68695179498	1864.86282469758	1616.57436247884	1378.7747046859	1265.11930591542	1060.70187036884	1737.32888486707	2058.97402876316	1835.33132425612	1535.13077983888	1380.62495643807	1187.62408295362	1425.74371488467	1293.48252561697	1089.35598866544
CG12923	21.6915466643342	26.0399749957772	14.924061692013	15.6857190521718	11.9210299732901	19.3441070583984	0.83245274789989	0.768560667698083	0.707256772353034	3.16195835188236	0	0	9.24806733979246	5.86946126201687	9.39099990228826
CG1513	1263.17106741973	1159.78042481192	1122.28943923937	941.143143130307	903.018020476728	873.708835470994	841.609728126789	954.552349281019	898.216100888353	850.566796656354	809.644394585124	768.557819350092	877.025052723652	837.865595152908	795.88724171893
CG1441	0	1.33538333311678	1.79088740304155	1.56857190521718	1.49012874666127	4.8360267645996	0.83245274789989	0	0	0	0	3.23603292357933	0.770672278316038	0.733682657752109	3.91291662595344
Pdrg1	24.5837528862454	36.7230416607115	31.042048319387	25.0971504834748	55.1347636264669	29.0161605875976	29.968298924396	26.8996233694329	37.4846089347108	56.9152503338824	45.3159176073764	46.9224773919003	40.074958472434	49.1567380693913	36.7814162839624
CG1418	2579.84794994482	2517.86527459169	2445.75523008708	1196.82036368071	1245.74763220882	968.817361841452	2432.42692936348	1760.00392902861	2275.95229343206	1215.77298629877	1080.02936964247	901.235169216844	1180.66993038017	1137.94180217352	906.231490570818
CG12133	0	0	0	0	0	4.8360267645996	527.77504216853	373.520484501268	514.175673500656	320.938772716059	305.127178556334	378.615852058782	156.446472498156	148.203896865926	185.472248070193
CG12134	105.56552709976	82.7937666532404	136.704405098839	123.917180512157	128.151072212869	87.0484817627927	125.700364932883	132.19243484407	96.8941778123657	116.992459019647	119.331916366091	124.587267557804	117.912858582354	121.057638529098	102.51841559998
CG12128	804.7563812468	849.303799862272	940.812849064497	437.631561555593	551.347636264669	601.279327731883	138.187156151382	122.969706831693	163.376314413551	158.097917594118	149.542528104342	179.599827258653	292.084793481779	344.097166485739	378.770329392293
CG1407	234.26870397481	347.867358276921	261.469560844067	395.280120114729	312.927036798866	272.429507739111	149.84149462198	162.934861551994	161.961800868845	271.928418261883	220.537465689232	271.826765580664	326.765046006	261.191026159751	263.730580589262
CG12129	171.36321864824	177.605983304532	171.328228224309	139.602899564329	143.052359679482	207.949150877783	139.852061647182	127.581070837882	131.549759657664	167.583792649765	160.11624221273	177.981810796863	150.281094271627	148.203896865926	187.037414720575
oys	364.417983960815	335.84890827887	352.207855931506	478.414431091239	554.327893757991	556.143077928954	583.549376277823	794.691730399818	619.556932581258	456.902981847001	611.764887699581	632.64443655976	457.779333319727	570.071425073389	575.981327340347
PIG-N	107.734681766193	88.1352999857075	96.1109572965634	69.0171638295558	64.0755361064345	40.30022303833	83.245274789989	108.36705414543	79.9200152758929	72.7250420932942	52.8685705419391	58.248592624428	69.3605050484435	57.2272473046645	47.737582836632
mRpL42	109.180784877149	116.17834998116	151.628466790852	164.700050047804	144.542488426143	196.66508842705	170.652813319477	67.6333387574313	140.036840925901	162.840855121941	169.179425734205	168.273712026125	160.299833889736	153.339675470191	176.863831493096
CG12920	1.44610311095561	0.66769166655839	1.19392493536104	1.56857190521718	1.49012874666127	3.2240178430664	0	0.768560667698083	0	3.16195835188236	0	0	2.31201683494811	0.733682657752109	1.56516665038138
CG1371	872.000175906236	834.614583197988	699.043049653887	624.291618276437	493.232615144879	454.586515872362	913.200664446179	1039.09402272781	860.731491953642	779.422733739001	690.312478219033	551.743613470276	686.66899997959	578.141934308662	487.549411593799
egr	18.799340442423	22.7015166629853	18.5058364980961	17.254290957389	8.9407724799676	8.06004460766599	11.6543384705985	6.91704600928274	12.7306219023546	6.32391670376472	12.0842446953004	17.7981810796863	11.5600841747406	10.2715572085295	12.521333203051
RpLP0-like	201.00833242283	240.36899996102	360.565330479033	367.04582582082	298.025749332253	362.70200734497	172.317718815277	146.795087530334	187.423044673554	221.337084631765	173.711017494943	181.217843720443	288.231432090198	231.110037191914	263.730580589262
dmpd	421.539056843562	323.830458280819	316.390107870675	384.300116778209	342.729611732091	324.013793228173	364.614303580152	390.428819190626	380.504143525932	355.720314586765	425.969625509338	286.388913736771	362.215970808538	375.64552076908	295.81649692208
CG12917	1.44610311095561	0	1.79088740304155	0	0	0	0.83245274789989	0	0	0	0	0	0	0	0
CG18011	44.1061448841462	39.393808326945	42.3843352053168	40.7828695356466	35.7630899198704	49.9722765675291	41.6226373949945	44.5765187264888	68.6039069182443	69.5630837414119	37.7632646728136	61.4846255480073	53.9470594821227	35.9504502298533	53.9982494381575
KCNQ	70.8590524368251	104.159899983109	88.9474076843972	131.760040038243	122.190557226224	93.4965174489255	168.987907823678	117.589782157807	120.940908072369	82.2109171489413	66.463345824152	76.0467737041143	104.811429850981	92.4440148767657	82.1712491450223
CG12912	0	0	0	0	1.49012874666127	0	0	0	0	0	0	0	0	0.733682657752109	0
CG12209	0.723051555477807	0	0	0	0	0	2.49735824369967	1.53712133539617	4.95079740647124	0	1.51053058691255	0	0	0.733682657752109	0
CG12914	0.723051555477807	0	0.596962467680518	0	0	0	0	2.30568200309425	0.707256772353034	0	0	0	0	0	0
CG12911	127.257073764094	166.922916639598	134.913517695797	43.920013346081	56.6248923731281	40.30022303833	4.99471648739934	4.6113640061885	7.77982449588337	11.0668542315883	6.04212234765018	0	26.9735297410613	30.8146716255886	19.5645831297672
CG12910	0	2.67076666623356	1.19392493536104	3.13714381043436	0	1.6120089215332	6.65962198319912	1.53712133539617	0	1.58097917594118	0	0	2.31201683494811	0	0.782583325190689
CAP	985.519270116251	1254.59264146321	1014.2392325892	1243.87752083722	1238.29698847551	1228.3507982083	1170.42856354725	1710.04748562823	1401.07566603136	1489.28238373659	1477.29891400047	1501.51927654081	1337.11640287833	1327.23192787357	1322.56581957226
CG12909	117.857403542883	96.1475999844082	187.446214851683	138.034327659112	132.621458452853	127.348704801123	61.6015033445919	43.8079580587907	65.0676230564791	90.1158130286472	61.9317540634143	71.1927243187453	111.747480355826	95.3787455077742	96.2577489984547
Obp46a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG12902	1.44610311095561	2.00307499967517	0	0	0	0	3.32981099159956	0	0	0	0	0	0	0	0
Ir47a	0	0	0	0	0	0	0.83245274789989	3.84280333849041	0	14.2288125834706	0	0	6.93605050484434	0	0
CG12895	102.673320877849	90.1383749853827	100.886657038008	95.6828862182478	138.581973439498	112.840624507324	50.7796176218933	52.2621254034696	65.0676230564791	98.0207089083531	104.226610496966	118.115201710646	94.7926902328727	118.856590555842	111.909415502268
Cyp49a1	584.948708381546	582.227133238916	553.981170007521	701.151641632078	639.265232317684	580.323211751951	1027.24669090846	973.766365973471	1221.43244585369	586.543274274177	632.912315916356	580.86790978249	630.409923662519	622.162893773788	562.677410812105
Caf1-105	19.5223919979008	34.0522749944779	20.2967239011376	36.0771538199951	23.8420599465803	35.4641962737304	56.6067868571925	33.0481087110176	54.4587714711836	31.6195835188236	34.7422034989885	35.5963621593727	33.1389079675896	28.6136236523323	34.4336663083903
CG11777	67.2437946594361	83.4614583197988	81.1868956045505	72.1543076399902	92.3879822929985	80.6004460766599	118.208290201784	79.9303094406006	121.648164844722	88.534833852706	72.5054681718022	77.664790165904	78.6085723882359	80.705092352732	76.6931658686875
trsn	228.484291530987	215.66440829836	230.42751252468	221.168638635622	235.44034197248	290.161605875976	321.326760689358	245.170852995688	320.387317875924	332.005626947648	305.127178556334	317.131226510775	270.505969688929	264.125756790759	294.251330271699
CG17765	528.550687054277	508.113358250935	561.741682087368	509.785869195583	476.841198931605	570.651158222752	447.859578370141	414.254199889267	467.496726525355	399.987731513118	362.527340859011	453.044609301107	445.44857686667	410.862288341181	496.157828170897
CG11883	177.870682647541	109.501433315576	146.255804581727	319.988668664304	266.733045652367	240.189329308447	110.716215470685	102.987129471543	128.013475795899	294.062126725059	222.047996276144	179.599827258653	300.562188543255	239.180546427188	203.471664549579
Git	131.595383096961	116.846041647718	102.080581973369	117.642892891288	141.56223093282	124.124686958056	114.878479210185	121.432585496297	135.086043519429	131.221271603118	126.884569300654	113.261152325277	121.766219973934	131.329195737628	115.039748803031
Elp2	211.854105754998	198.9721166344	248.933349022776	272.931511507789	242.890985705787	267.593480974511	226.42714742877	270.533355029725	254.612438047092	245.051772270883	308.148239730159	281.534864351402	253.551179565977	269.261535395024	266.078330564834
CG12934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAH13	0.723051555477807	0	1.79088740304155	0	0	0	9.15698022689879	0.768560667698083	1.41451354470607	1.58097917594118	0	0	0.770672278316038	0	0
CG12338	60.7363306601358	52.7476416581128	76.4111958631063	174.111481479107	169.874677119384	248.249373916113	344.635437630554	305.118585076139	317.558290786512	504.332357125236	563.427908918379	771.793852273671	331.389079675896	357.303454325277	493.810078195325
CG7220	233.545652419332	243.039766627254	211.324713558903	250.971504834748	208.618024532577	240.189329308447	346.300343126354	298.201539066856	379.796886753579	286.157230845353	326.27460677311	313.895193587195	262.799246905769	261.191026159751	268.426080540406
CG12935	49.8905573279687	47.4061083256457	60.8901717034129	40.7828695356466	20.8618024532577	35.4641962737304	24.9735824369967	12.2969706831693	20.510446398238	20.5527292872353	34.7422034989885	29.124296312214	30.0562188543255	27.146258336828	31.3033330076276
CG7637	143.887259540084	167.590608306156	300.869083710981	329.400100095607	342.729611732091	265.981472052978	228.92450567247	95.3015227945622	171.156138909434	463.226898550765	462.222359595239	401.268082523837	387.648155992967	393.25390455513	323.206913303754
mms4	0	0	0	0	0	0	0.83245274789989	4.6113640061885	0	0	0	0	0	0	0
CG12341	220.530724420731	179.609058304207	192.221914593127	200.777203867799	187.75622207932	162.812901074853	322.159213437257	216.734108290859	260.270492225917	192.879459464824	206.942690407019	177.981810796863	192.66806957901	192.958538988805	165.125081615235
CG7222	47.7214026615353	51.412258324996	52.5326971558856	56.4685885878184	83.4472098130309	69.3163836259275	49.1147121260935	57.6420500773562	57.2877985605958	104.344625612118	111.779263431528	64.7206584715867	78.6085723882359	95.3787455077742	64.9544159908272
Lsm10	8.67661866573369	21.3661333298685	26.2663485779428	14.1171471469546	8.9407724799676	29.0161605875976	4.99471648739934	3.84280333849041	8.48708126823641	4.74293752782354	0	1.61801646178967	9.24806733979246	4.40209594651265	14.8690831786231
CG12343	133.764537763394	115.510658314601	130.734780422034	188.228628626061	150.503003412788	164.424909996386	202.286017739673	168.31478622588	163.376314413551	151.774000890353	132.926691648304	166.655695564336	166.465212116264	138.666022315149	160.429581664091
CG12325	61.4593822156136	106.162974982784	122.377305874506	175.680053384324	157.953647146094	133.796740487255	125.700364932883	119.895464160901	103.259488763543	134.383229955	117.821385779179	95.4629712455903	151.82243882826	134.997609026388	111.126832177078
CG12344	26.7529075526789	16.0245999974014	8.95443701520778	17.254290957389	52.1545061331443	38.6882141167968	1.66490549579978	0.768560667698083	2.1217703170591	0	1.51053058691255	8.09008230894833	8.47739506147642	26.4125756790759	22.69491643053
Pex6	28.9220622191123	46.7384166590873	49.547884817483	61.1743043034699	55.1347636264669	66.0923657828611	64.0988615882915	50.7250040680735	57.2877985605958	45.8483961022942	49.847509368114	42.0684280065313	52.4057149254906	51.3577860426476	52.4330827877761
CG18004	121.472661320272	125.526033312977	161.17986627374	144.30861527998	113.249784746256	109.616606664258	111.548668218585	76.8560667698083	117.404624210604	93.2777713805296	87.6107740409276	100.317020630959	116.371514025722	98.3134761387826	101.73583227479
CG12942	52.0597119944021	58.7568666571383	47.7569974144415	53.331444777384	46.1939911464993	30.6281695091308	62.4339560924917	62.2534140835447	75.6764746417746	74.3060212692354	70.9949375848896	82.518839551273	62.4244545435991	57.2272473046645	54.7808327633482
ND-B14	676.05320437175	727.116224882087	744.412197197606	718.405932589467	545.387121278024	662.535666750145	635.993899395516	501.10155533915	555.903823069485	540.694878171883	584.575337135155	645.588568254077	616.537822652831	552.463041287338	633.892493404458
Rpb5	279.820951969911	318.488924948352	340.865569045576	298.028661991264	323.357938025495	362.70200734497	247.238466126267	224.41971496784	241.881816144738	347.815418707059	353.464157337536	391.559983753099	315.975634109576	330.890878646201	365.466412864052
polyph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp47a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spn47C	1.44610311095561	1.33538333311678	0	1.56857190521718	0	0	0	4.6113640061885	0.707256772353034	0	0	1.61801646178967	0.770672278316038	0	0.782583325190689
BBS4	0	0	0	0	0	0	0	0	0	1.58097917594118	0	0	0.770672278316038	0	0
CG13229	34.7064746629348	50.0768749918793	43.5782601406778	56.4685885878184	43.2137336531767	56.4203122536619	23.3086769411969	42.2708367233945	38.1918657070638	72.7250420932942	60.4212234765018	38.832395082952	63.1951268219151	50.6241033848955	46.1724161862506
CG13231	0	4.00614999935034	2.98481233840259	0	2.98025749332253	0	0	3.84280333849041	0	3.16195835188236	0	1.61801646178967	1.54134455663208	1.46736531550422	0.782583325190689
CG12391	233.545652419332	222.341324963944	240.575874475249	207.051491488667	193.716737065965	253.085400680712	172.317718815277	192.908727592219	215.006058795322	232.403938863353	252.258608014395	242.70246926845	215.017565650175	217.903749352376	240.253080833541
CG9084	0	0	0	0	0	0	35.7954681596953	29.9738660402252	26.1685005770623	15.8097917594118	45.3159176073764	30.7423127740037	7.70672278316038	22.0104797325633	14.8690831786231
CG7737	211.854105754998	253.05514162563	230.42751252468	437.631561555593	400.844632851881	417.510310677098	643.485974126615	615.617094826164	672.601190507735	1002.34079754671	1021.11867675288	1140.70160556172	703.623790102543	693.330111575743	754.410325483824
CG13228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG13217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG13216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG13215	0	0	1.79088740304155	0	2.98025749332253	3.2240178430664	400.409771739847	223.651154300142	234.809248421207	7.9048958797059	10.5737141083878	8.09008230894833	3.85336139158019	6.60314391976898	5.47808327633482
Cpr47Ea	0	0	0	0	0	0	0	0	0.707256772353034	3.16195835188236	0	0	1.54134455663208	0	0
Cpr47Eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG13223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpr47Ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpr47Ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpr47Ee	0	0	0	0	1.49012874666127	0	0	5.37992467388658	4.95079740647124	6.32391670376472	4.53159176073764	11.3261152325277	3.08268911326415	2.93473063100844	5.47808327633482
Cpr47Ef	0	4.00614999935034	0.596962467680518	4.70571571565153	1.49012874666127	9.67205352919919	1.66490549579978	0	1.41451354470607	1.58097917594118	0	3.23603292357933	3.08268911326415	0.733682657752109	6.26066660152551
CG9067	107.011630210715	117.513733314277	115.810718730021	100.388601933899	96.8583685329823	153.140847545654	135.689797907682	87.6159161175814	117.404624210604	118.573438195588	84.5897128671025	111.643135863487	107.123446685929	88.7756015880052	128.343665331273
CG9062	272.590436415133	314.482774949002	254.902973699581	202.345775773016	245.871243199109	219.233213328515	259.725257344766	242.096610324896	268.0503167218	211.851209576118	191.837384537893	165.037679102546	202.686809197118	214.235336063616	186.254831395384
CG13220	223.422930642642	258.396674958097	226.248775250916	252.540076739966	259.28240191906	282.10156126831	327.986382672557	168.31478622588	319.680061103571	341.491502003295	351.953626750623	373.761802673413	290.543448925146	298.608841705108	317.72883002742
Fbl6	488.05979994752	418.642674932111	310.42048319387	553.705882541664	664.597421010925	656.087631064012	348.797701370054	508.787162016131	381.918657070638	532.789982292177	601.191173591193	608.374189632915	531.763872038066	619.22816314278	612.762743624309
CG18335	0	0.66769166655839	4.77569974144415	0	1.49012874666127	1.6120089215332	4.99471648739934	5.37992467388658	2.1217703170591	1.58097917594118	0	1.61801646178967	0.770672278316038	0.733682657752109	1.56516665038138
Obp47b	0	0	0	0	0	0	8.3245274789989	3.84280333849041	6.36531095117731	12.6478334075294	1.51053058691255	1.61801646178967	6.16537822652831	0.733682657752109	0.782583325190689
CG7741	131.595383096961	131.535258312003	140.286179904922	169.405765763455	131.131329706191	140.244776173388	104.056593487486	71.4761420959217	91.9433804058944	132.802250779059	108.758202257703	121.351234634225	147.969077436679	117.389225240337	126.778498680892
CG7745	99.0580631004596	88.8029916522659	87.7534827490362	98.8200300286822	104.309012266289	98.3325442135251	144.014325386681	146.026526862636	160.547287324139	104.344625612118	143.500405756692	142.385448637491	99.416723902769	121.057638529098	116.604915453413
CG13202	0	0	0	0	0	0	1.66490549579978	2.30568200309425	0	3.16195835188236	0	1.61801646178967	1.54134455663208	0	0.782583325190689
CG12384	1232.80290208966	1231.89112480023	1273.32094356255	1341.12897896069	1308.33303956859	1499.16829702587	2884.44877147312	1846.85128447849	2504.39623090209	3071.84253885371	3206.85643601533	3449.61109653557	2156.34103472828	2201.78165591408	2396.27014173389
CG13203	0.723051555477807	0	0	0	0	1.6120089215332	0	0	0	0	0	0	0	0	0.782583325190689
Tsp47F	0	0	0	0	0	0	0	0	0	0	3.02106117382509	0	0	1.46736531550422	0
Sod3	804.033329691322	763.17157487624	733.069910311676	550.568738731229	606.482399891136	749.584148512937	367.111661823851	249.782217001877	343.726791363575	399.987731513118	459.201298421414	474.078823304372	465.486056102887	521.648369661749	593.198160494542
Smyd4-3	17.3532373314674	28.0430499954524	25.0724236425818	15.6857190521718	38.7433474131929	22.5681249014648	37.460373655495	52.2621254034696	31.8265547558865	36.3625210466471	39.2737952597262	17.7981810796863	25.4321851844293	38.1514982031097	19.5645831297672
Prip	778.003473694121	679.042424889883	733.069910311676	517.628728721669	464.920168958315	560.979104693553	1183.74780751364	917.661437231511	1094.8334836025	423.702419152236	383.674769075786	385.087917905941	460.862022432991	415.264384287694	458.593828561744
tou	306.57385952259	318.488924948352	220.279150574111	294.891518180829	415.745920318493	280.489552346777	213.107903462372	380.437530510551	256.734208364151	482.19864866206	412.374850227125	323.603292357933	379.941433209807	404.992827079164	292.686163621318
CG9005	1284.86261408406	970.155991509341	638.152877950474	1292.50324989895	1473.73733044799	1349.25146732329	721.736532429205	1379.56639851806	783.640503767162	1250.55452816947	1456.15148578369	1313.82936697321	1244.6357294804	1432.88223058987	1290.47990323945
CG9003	111.349939543582	119.516808313952	69.8446087186206	139.602899564329	128.151072212869	149.916829702587	98.229424252187	162.166300884295	151.352949283549	175.488688529471	202.411098646281	226.522304650553	154.134455663208	161.410184705464	182.34191476943
CG13198	0	0.66769166655839	0	0	1.49012874666127	1.6120089215332	0.83245274789989	6.91704600928274	1.41451354470607	1.58097917594118	3.02106117382509	0	0.770672278316038	2.20104797325633	0.782583325190689
CG13196	114.242145765494	141.550633310379	105.065394311771	76.8600233556417	81.9570810663697	70.9283925474607	86.5750857815886	162.934861551994	129.427989340605	126.478334075294	110.268732844616	142.385448637491	99.416723902769	93.9113801922699	103.300998925171
Ir48b	7.23051555477807	10.6830666649342	5.96962467680518	23.5285785782577	11.9210299732901	11.2840624507324	0.83245274789989	0	0	0	0	0	11.5600841747406	5.86946126201687	5.47808327633482
CG13193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ir48c	0	0	0	0	0	0	0	0	3.53628386176517	0	0	0	0	0	0
ths	41.9369902177128	50.7445666584376	38.8025603992337	84.7028828817276	78.9768235730471	66.0923657828611	10.8218857226986	22.2882593632444	10.6088515852955	123.316375723412	166.15836456038	118.115201710646	101.728740737717	119.590273213594	89.2144990717385
CG13192	291.389776857556	319.15661661491	321.762770079799	294.891518180829	269.713303145689	280.489552346777	310.504874966659	245.939413663386	314.7292636971	230.822959687412	217.516404515406	215.196189418026	257.404540957557	238.446863769435	240.253080833541
Sobp	7.23051555477807	16.6922916639598	22.0876113041792	23.5285785782577	8.9407724799676	8.06004460766599	15.8166022100979	28.4367447048291	22.6322167152971	30.0386043428824	12.0842446953004	24.270246926845	26.2028574627453	10.2715572085295	15.6516665038138
S2P	627.608750154737	605.59634156846	607.110829631087	567.823029688618	488.762228904896	488.438703224559	388.755433269249	379.668969842853	390.405738338875	300.386043428824	347.422034989885	420.684280065313	425.411097630453	409.394923025677	440.594412082358
Damm	0	1.33538333311678	1.19392493536104	1.56857190521718	0	4.8360267645996	0.83245274789989	0	0.707256772353034	1.58097917594118	3.02106117382509	0	1.54134455663208	1.46736531550422	2.34774997557207
CG13185	527.104583943322	626.29478323177	617.856154049336	884.674554542488	797.218879463778	665.759684593211	346.300343126354	424.245488569342	488.714429695947	858.47169253606	703.907253501246	435.24642822142	853.134212095854	734.416340409861	533.72182778005
ERp60	18016.2756078405	16319.0520223536	15672.0556640166	9386.33428081959	9012.29865980734	8787.06063127747	23525.1146556509	22086.1279076398	22579.879714143	11387.7930043043	10800.2936964247	10551.0853473304	10162.8553341536	9683.14371701233	9369.08756918293
Zip48C	483.721490614653	504.774899918143	461.451987517041	479.983002996456	624.363944851071	673.819729200877	552.748624605527	723.215588303896	580.657810101841	526.466065588413	619.317540634143	708.691210263874	492.459585843949	608.222923276498	669.89132636323
reb	1.44610311095561	2.00307499967517	1.19392493536104	1.56857190521718	5.96051498664507	0	22.476224193297	3.07424267079233	23.3394734876501	4.74293752782354	10.5737141083878	22.6522304650553	3.08268911326415	8.0705092352732	10.9561665526696
PI31	668.822688816972	634.307083230471	687.103800300277	530.177303963406	520.054932584782	619.011425868748	660.967481832513	596.403078133712	618.142419036552	567.571524162883	546.812072462341	647.206584715867	537.158577986279	521.648369661749	613.5453269495
rho-7	279.097900414434	293.784333285692	333.70201943341	367.04582582082	216.068668265884	325.625802149706	339.640721143155	368.90912049508	340.190507501809	494.846482069589	487.901379572752	453.044609301107	421.557736238873	343.363483827987	377.205162741912
CG8298	48.4444542170131	60.0922499902551	66.859796380218	86.2714547869448	87.9175960530147	62.8683479397947	64.9313143361914	83.0045521113929	89.8216100888353	55.3342711579413	81.5686516932774	74.4287572423247	69.3605050484435	82.9061403259883	66.5195826412085
CG8321	156.179135983206	133.538333311678	108.647169117854	332.537243906042	388.923602878591	443.30245342163	94.0671605126876	102.218568803845	100.430461674131	305.128980956648	335.337790294585	532.3274159288	312.122272717996	354.368723694269	472.680328415176
CG8888	234.26870397481	333.845833279195	306.241745920106	282.342942939092	323.357938025495	312.729730777441	186.469415529575	335.861011784062	204.397207210027	537.532919820001	493.943501920402	419.066263603524	400.74958472434	399.123365817147	354.510246311382
CG13186	0.723051555477807	0	0	0	0	0	0.83245274789989	0	0	0	0	0	0	0	0
CG18343	1447.54921406657	1379.45098310963	1468.52767049407	1276.81753084678	1284.49097962201	1400.83575281235	837.447464387289	564.123530090393	692.40438013362	773.098817035237	770.370599325398	799.300132124095	1004.1859786458	1006.61260643589	1066.66107223491
OSCP1	0	0	0	0	0	0	0.83245274789989	0	0	1.58097917594118	0	1.61801646178967	0.770672278316038	0	0.782583325190689
Hen1	136.656743985306	108.166049982459	112.228943923937	111.36860527042	116.230042239579	128.960713722656	30.8007516722959	53.0306860711677	31.8265547558865	86.9538546767648	105.737141083878	72.810740780535	97.1047070678208	108.585033347312	97.8229156488361
CG8407	0	0.66769166655839	2.98481233840259	3.13714381043436	0	1.6120089215332	1.66490549579978	1.53712133539617	1.41451354470607	1.58097917594118	0	0	2.31201683494811	0	0.782583325190689
Prp8	1362.22913052019	1308.00797478789	1244.0697826462	1207.80036701723	1107.16565876932	957.53329939072	967.310093059672	1275.81070837882	1142.9269441225	1040.2842977693	1185.76651072635	786.356000429778	1100.5200134353	1121.06710104522	845.189991205944
EndoG	28.1990106636345	28.0430499954524	46.5630724790804	53.331444777384	35.7630899198704	43.5242408813964	69.0935780756909	49.1878827326773	67.8966501458913	64.8201462135883	60.4212234765018	43.686444468321	57.8004208737029	46.955690096135	42.2594995602972
wash	242.222271085065	275.088966622057	296.690346437218	147.445759090415	175.835192106029	182.157008133251	1611.62851993419	1685.4535442619	1799.96848563847	2003.10061591747	2018.06886411516	2075.91512047614	1048.88497078813	1066.77458437157	1092.4863219662
